Source,Relation,Target,Weight
markets and cash,DESTROYED LEGITIMACY,clan institutions like the khumri,1
the british,BROUGHT,innovations,1
institutions and relations,CHANGED,content,1
populations of the western himalayas,EXPERIENCED,radical breaks,1
contradiction,BECAME,impossible to contain,1
institutions like the khumri and the goor,CONTINUED,as active agents,1
sanads,GRANTED,"clauses which banned sati, etc.",1
rulers of the hill states,DID NOT ADHERE,many social clauses,1
british,DID NOT INSIST ON COMPLIANCE,rulers of the hill states,1
lack of roads and other means of communication,HAMPERED,the british,1
clause about building of roads,REMAINED,a dead letter,1
british officers,DISSUADED,widowed ranis from committing sati,1
minor social reforms,BEGAN,in and around the british settlements,1
christian missionary establishments,STARTED,in places like kotgarh,1
schools,BECAME,another route for the entry of new ideas,1
medical dispensaries,STARTED OPERATING,not only in the british tracts but also in many hill states,1
markets,WORKED,with an increasingly large number of peasants,1
hindus and muslims from the plains,HAD LIVE CONTACT WITH,peasants,1
sections of the local population,TOOK UP,social reforms,1
official records,DOCUMENTED,various social reforms,1
the western himalayas,DEVELOPED,indigenous desire to reform,1
mahasu,ATTEMPTED TO CONQUER,other deities,1
every clan and territorial unit of settlement,HAD ITS OWN,patron deity,1
natural springs or other water sources,LINKED TO,special deities,1
forests,LINKED TO,special deities,1
natural forces,LINKED TO,special deities,1
specific diseases like small pox,LINKED TO,special deities,1
the supernatural world,WAS CLASSIFIED AS,animistic,1
each deity,HAD A CLEARLY DEFINED,"domain, subjects and geographical territory",1
the inhabitants of the valley,LIFE WAS MADE DIFFICULT BY,malevolent gods,1
a brahmin's wife,FORCED HIM TO GO AND FIND SOME DIVINE RELIEF,at the temple of hatkoti,1
mahasu,RESIDED,kashmir,1
the old man,CONVEYED,despair to mahasu,1
mahasu,PROMISED,relief from the malevolent gods,1
the brahmin,MADE,plough of silver with a gold tip,1
mahasu,COMMANDED,return to his village and make a plough,1
the brahmin,PLOUGHED,his lands every sunday,1
mahasu,PROMISED,come with his army and destroy the demons,1
the brahmin,PULLED OUT,golden idol from the furrowed field,1
the furrows,EMERGED,"hundreds of gold, silver and bronze images - the army of mahasu",1
mahasu,ESTABLISHED,himself at hanol,1
mahasu,TRAVELLED,to the domain of other deities and harass their followers,1
the victims,COLLECTIVELY ACCEPTED,superiority of mahasu,1
mahasu,REQUIRED,heaviest demands on resources and labour of the peasants,1
shalu,ORIGIN,pastoral,1
shepherds,FIND,ram,1
ram,TRANSFIXED,rock,1
image,ROLL AWAY,valley,1
goor,DECLARE,shalu,1
shalu,BECOME,popular deity,1
land and forest settlements,INTRODUCE,money,1
agriculture,BECOME,paying,1
labour,REDUCE,importance of pastoralism,1
mahasu,CONQUER,watershed area,1
chasralu,PUT UP A VALIANT FIGHT,mahasu,1
subjects,GET ANGRY,wanton breach of contract by mahasu,1
villagers,STOP VISITING,chasralu's cave,1
mahasu,ABHOR,sight of blood,1
mahasu,LIKE,devotees taking regular baths,1
mahasu,KEEP,purdah from lay followers,1
they,GIVE,presents,1
emerson,HAS,account,1
jakh of janglik village,BE,guardian deities,1
mahasu's theophany,SHOW,nature of departures,1
mahasu,DEMAND,sacrifices,1
himalayan people,CHANGE,conceptual universe,1
himalayan peasant,ATTEMPT TO CHANGE,conceptual universe,1
land settlements,BRING ABOUT,changes,1
british towns and their markets,INTRUDE INTO,region,1
orthodox hindus and their practices,INTRUDE INTO,region,1
mahasu,HAVE A LINK WITH,structures of economy,1
peasantry,GAIN,proprietorship in land,1
peasantry,TAP,economic resources outside their community,1
peasantry,ENTER,growing markets,1
peasancy,EXERT,new identity as proprietary peasants,1
mahasu's adventures,BE THE FIRST AND PERHAPS MOST UNCONSCIOUS OF THEM,new social reality,1
reform movements,SHIFT FROM PURELY RELIGIOUS/MYTHOLOGICAL TO SOCIAL PRACTICES UNDERPINNED BY RELIGION,"polyandry or group marriage, caste status and clan affiliation, begar",1
british conquest of the western himalayas,SUGGEST THAT LITERACY WAS NEGLIGIBLE AT THE TIME,the time,1
hindustan-tibet road,ALLOW LARGE-SCALE CIVILIAN POPULATIONS OF EUROPEANS TO GO UP INTO THE MOUNTAINS FOR PURPOSES OF EXTENDED STAY,the western himalayas,1
british officers,BRING THEIR FAMILIES TO THE HILL STATIONS,the west himalayas,1
local children,BE ADMITTED IN SCHOOLS,these schools,1
christian missionary institutions,START THEIR OWN SCHOOLS FOR NON-EUROPEAN POPULATIONS,rural areas directly administered by the british,1
baptist mission church,AVOW ITS AIM TO ENABLE HILL PEOPLE TO READ THE BIBLE IN THE VERNACULAR AND THUS SPREAD THE WORD OF GOD IN THE REGION,the region,1
sirmaur,HAD,boarding facilities,1
pupils,BELONGED TO,all classes of society,1
kanet and koli children,APART FROM,brahmins and rajputs,1
sirmaur,STARTED,schools,1
simla district gazetteer,RECORDS,primary schools in the state,1
1934 sirmaur state gazetteer,RECORDS,existence of primary schools in six places,1
nahan,HAD,one high school affiliated with punjab university,1
punjab university,WAS AFFILIATED WITH,nahan's high school,1
sirmaur subjects,RECEIVED FREE EDUCATION IN,primary schools,1
kanet and rajput agriculturists,TOOK OVER LEADERSHIP OF,praja mandal agitation,1
hill states,MANAGED TO GET SOME EDUCATION IN,schools run in simla and other british territories,1
himalayan population,SEEMS TO HAVE SOME PREJUDICE AGAINST,school education,1
simla district,HAD_LITERATE_POPULATION,12.03%,1
kangra district,HAD_LITERATE_POPULATION,3.43%,1
kotkhai and kotgarh ilaqa,HAD_LITERATE_POPULATION,368,1
kullu sub-division,HAD_LITERATE_POPULATION,"2,043",1
"punjab census, 1881",REPORTED_EDUCATION_SPREAD,4.32%,1
saraj area,WAS_ACQUAINTED_WITH_PRIMARY_SCHOOL,banjar and nirmand schools,1
students from saraj region,WERE_REPUTED_TO_BE_ACQUAINTED_WITH,nagri script,1
englishmen or officials of punjab government,KNEW_ENGLISH_IN_KULLU_SUB-DIVISION,recorded,1
kanet males,LITERACY LEVEL,3.09% of the population,1
dagi–koli males,LITERACY LEVEL,0.47,1
dagi–koli males,LITERACY LEVEL,0.93,1
rajputs,CASTE,self-declared,1
kolis,DECLINE IN POPULATION,explained by classification of sub-castes and more precise enumeration,1
kanet males,RISE IN LITERACY LEVEL,4.93% of the population,1
dagi–koli males,RISE IN LITERACY LEVEL,0.93,1
education levels,NOTICEABLE RISE,all hill states,1
khash-kanet peasantry,RISE IN LITERACY AND EDUCATION,mostly confined to,1
khash-kanet peasantry,RISE,literacy,1
dagi-koli males,LITERATE PERCENTAGE,0.92%,1
dagi-koli females,LITERATE PERCENTAGE,0.05%,1
khash-kanet peasantry,STRATIFICATION,emergence,1
families,ACCESS,education facilities,1
khash-kanet who had moved up the economic ladder,SPREAD OF EDUCATION,greater,1
rajputs and brahmins,CLASSIFICATION,themselves,1
khash-kanet,SOCIAL REFORMS AND POLITICAL AWAKENING,emergence,1
western himalayas,INTERACTION,europeans and indians,1
population growth,TREND,needing to be taken,1
resources,INCREASE,available to the people of the region,1
"mandi, bushahr, and jubbal",GROWTH RATE,higher than their neighbours,1
total cultivable area,DID NOT RISE,chapter one,1
total cultivated area,DID NOT RISE,chapter one,1
mandi,PERCENTAGE RISE,1931,1
chamba,PERCENTAGE RISE,1931,1
sirmaur,PERCENTAGE RISE,1931,1
bilaspur,PERCENTAGE RISE,1931,1
bushahr,PERCENTAGE RISE,1931,1
suket,PERCENTAGE RISE,1931,1
keonthal,PERCENTAGE RISE,1931,1
jubbal,PERCENTAGE RISE,1931,1
other hill states,PERCENTAGE RISE,1931,1
population,RISE,during the colonial period,1
markets,INTRODUCTION OF,commercialisation of agricultural production,1
labor in the towns,POSSIBILITY OF EARNING MONEY BY,by labour in the towns,1
family,EXPANSION OF,by splitting into nuclear units and increase in numbers,1
people,MOVING OUT OF ANCESTRAL VILLAGE TO OTHER REGIONS,western himalayas or outside,1
rathis,TRADITIONAL OCCUPATION,shift from,1
dagi-kolis,TRADITIONAL OCCUPATION,shift from,1
kanets,TRADITIONAL OCCUPATION,shift from,1
rajputs,BE,mainly agricultural,1
kanets,HAVE,better place,1
kanets,DEPEND,agriculture,1
rathis,BE,agricultural community,1
dagis and kolis,PROVIDE,labour and other menial services,1
kanets,HAVE,pre-eminent agriculturists,1
rathis,HAVE,85% dependent on agriculture,1
dagis and kolis,HAVE,80% dependent on agriculture,1
kanets,HAVE,11% with subsidiary occupation,1
rathis,HAVE,14% with subsidiary occupation,1
dagis and kolis,HAVE,slightly less than 20% with subsidiary occupation,1
kanets,NOT HAVE,any link with agriculture whatsoever,1
dagi-kolis,BEEN INVOLVED,numerous non-agricultural menial occupations,1
kanets,HAVE,"non-agricultural occupations connected with administration, services (including labour) and such activities as milkmen and traders",1
rathis,HAVE,similar non-agricultural occupations,1
labourers,NUMBER,4600 or a little more than 5% of total earners,1
land market statistics,SUPPORT,contention based on stratification,1
kanet proprietary peasantry,BE EJECTED FROM LAND OR GREATLY MARGINALISED,some numbers,1
"education, demographic patterns, and caste-occupation structures",PROVIDE BACKGROUND FOR,movements of social reform and peasant rebellions,1
khash-kanet peasantry,EXPERIENCE ECONOMIC INTEGRATION WITH THE REST OF THE COUNTRY,as it defined the terms on which this was to be effected,1
begar,NEVER BEEN POPULAR,due to physical demands and interference with agriculture,1
markets and commercialisation of agriculture and labour,FURTHER ACCENTUATE,concerns of peasant rebellions,1
peasantry,EXPERIENCE DIFFICULTY IN TRANSFORMATION OF TRADITIONAL REVENUE SYSTEM,new system ushered in with the land settlements,1
hill states,IMPLEMENT NEW DEMANDS BUT LOATHE TO SURRENDER OLDER DEMANDS,especially where they pertained to specific products and begar labour,1
peasantry,REFUSE TO ACCEPT EITHER NEW DEMANDS OR HONOUR OLD ONES,repeatedly,1
first world war,COME TO AN END,and the beginning of countrywide mass movements against colonialism,1
social reform movement,ORGANISE AND MOBILISE OPINION,specially relating to marriage customs,1
khash-kanets,ASSERTION_OF_SPECIFIC_CASTE_IDENTITY,marriage,1
himalaya vidiya parbandhani sabha,MEMBERSHIP_COMPOSITION,educated hillmen,1
hindu sabha,LEADERSHIP,pundit madan mohan malaviya,1
european travellers,OBSERVATION,marriage form in the western himalayas,1
surat singh,BELONGED_TO,royal family,1
kedar nath,MEMBER_OF,organisation,1
kahn singh sautha,MEMBER_OF,organisation,1
bar-at-law,MEMBER_OF,organisation,1
lala puran chand,MEMBER_OF,organisation,1
hindu sabha,ORGANISED_BY,conference,1
himalaya vidiya parbandhani sabha,ORGANISED_BY,conference,1
singh sabha,ORGANISED_BY,conference,1
sewasamiti,ORGANISED_BY,conference,1
akhara committee,ORGANISED_BY,conference,1
sanatan dharam school,ORGANISED_BY,conference,1
hindu population of western himalayas,TARGET_OF_REFORM,reet reform,1
peasants,BENEFICIARY_OF,co-operative bank,1
meadows and grazing runs,RIGHT_TO,peasants,1
hindi,PROMOTED_LANGUAGE,conference,1
nagri script,PROMOTED_SCRIPT,conference,1
temperence,PROMOTED_MOVEMENT,conference,1
hindu mahasabha,SUPPORTED_BY,efforts_at_eradicating_untouchability,1
gurudwara reform movement of the sikhs,SUPPORTED_BY,conference,1
himalayan society,CHARACTERIZED_BY,social structure,1
marriage,FEATURE_OF,himalayan social structure,1
himalayan marriage,FEATURE,group marriage,1
brothers,MARRY,one woman at a time,1
fathers,BE COMMON,of brothers,1
rules,GOVERNING,partition of land and other property,1
family,SPLIT,rare for a family to split,1
himalayan family,HAVE,wives or husbands,1
women,BE PRECIOUS,as agricultural workers,1
number of wives,CORRELATE WITH,unpaid agricultural labour and wealth gathering,1
sex ratio,BE NEGATIVE,in the indian subcontinent,1
bride price,BE HIGH,depending on the status of the girl's family and her ability to labour,1
families,HAVE,"polyandrous, monogamous, and polygamous units",1
group marriages,RECEDE IN POPULARITY,due to changed economic conditions,1
himalayan vidiya parbandhani sabha,KEEP MENTIONING,reet (monogamous) marriage,1
western himalayas,INTRODUCE,money and markets,1
bride price,BECOME A SOCIAL CONTRACT ENABLING EASY DISSOLUTION,himalayan marriage,1
rich peasants,SEDUCE,wives of their poorer neighbours,1
men from the plains,TEMPT,"hill women, married or unmarried",1
the family of a rich man,HAVE,many wives,1
everyone,TAKE,bride price,1
parents,RETURN,bride price to the husband,1
the next man,PAY,reet to the parents,1
a woman,REMAIN,unmarried due to the importance of women in domestic and agricultural labour,1
the payment,BE KNOWN AS,reet,1
marriages of divorced woman,COME TO BE KNOWN AS,reet marriages,1
normal himalayan marriage,DISPENSE WITH,social and proto-religious rituals,1
men from outside the community,COMING,women,1
hill man,FINDING,outsider willing to give cash for his daughter,1
region,TRAFFIC IN WOMEN,zenanas and brothels of the plains,1
reet institution,COMMODIFYING,women,1
men,USING,"this institution to buy women for sex, labour or both",1
lord combermere,BEING OFFERED,a very pretty girl at the moderate price of 150 rupees,1
parents of the wife,ENCOURAGING,her to elope with another man,1
women,HAVING HAD,seven to eight different husbands,1
himalaya vidiya parbandhani sabha and the hindu sabha,CAMPAIGNING FOR,abolishing reet marriage,1
thakur surat singh,SENDING A LETTER TO,the superintendent of simla hill states,1
reet,DEFINITION,gazetteers of simla and kangra districts,1
reet,FORM,marriage,1
reet,PRICE,rs 100 to rs 500,1
reet,NATURE,freely undertaken and dissolved,1
social movements,TOPIC,british rule,1
custom of reet,EFFECT,"lust, virtue, and stable family life",1
richer members,ABILITY,buying wives of poorer counterparts,1
village community,LOSS,wives to even richer rivals from the plains,1
women,OCCUPATION,prostitutes in the plains,1
recruits,CONDITION,venereal diseases,1
hill state of sirmaur,POLICY,imposing a tax on reet,1
tax,INCREASE,5% to 10%,1
reet marriages,INCIDENCE,not reduced,1
state government,REVENUE,"rs 34,263",1
himalaya vidiya parbandhani sabha,EFFORT,propaganda campaigns and mobilising public opinion,1
hill states,IMPOSED,fines on reet marriage,1
reet marriage,RESTRICTED,certain categories of marriage,1
the himalaya vidiya parbandhani sabha,LEVELLED THE CHARGE,the hill states had developed a vested interest in the continuation of this practice,1
the rulers,CONSIDERED,khash-kanets as inferior hindus,1
the himalaya vidiya parbandhani sabha,PETITIONED THE BRITISH AUTHORITIES,to abolish reet,1
the hindu conference,INVOLVES,the hill states in the campaign against reet,1
the himalaya vidiya parbandhani sabha,PROPOSED,reformed marriage practices,1
the himalaya vidiya parbandhani sabha,PROPOSED THE HOLDING OF A CONFERENCE,"consisting of british officials, rulers of the hill states, etc.",1
no woman,SHOULD BE PERMITTED BY LAW TO MARRY,any man during the life of her husband,1
rana of baghat,ENACTED,a law,1
this law,PROVED DIFFICULT TO IMPOSE,mainly because,1
"manager, baghal state",PROVIDED THE DETAILED LEGISLATIVE DRAFT,that was finally enacted,1
the himalaya vidiya parbandhani sabha,PROPOSED A CONFERENCE,for comment and to elicit their views,1
different hill states,SENDING REPLIES,about the conference,1
